,Card Identifier,Transaction Date,Transaction Time,Risk Assessment,Payment Method,Transaction Value,Merchant Location,Card Present Status,Chip Usage,Cross-border Transaction (Yes/No),Acquiring Institution ID,Merchant Identifier,Merchant Category Code (MCC),Fraud Indicator (Yes/No)
61569,card 5688,2023-12-24,1900-01-01 09:41:36,3372.0,Online,10.0,USA,CNP,No,No,acquirer 6,merchant 76,5942.0,Yes
87354,card 5702,2023-07-22,1900-01-01 09:24:38,617.0,Online,56.75,USA,CNP,No,No,acquirer 2,merchant 264,7221.0,No
34279,card 5702,2023-09-17,1900-01-01 17:45:53,687.0,Online,79.86,USA,CNP,No,No,acquirer 2,merchant 264,7221.0,No
95488,card 5702,2023-10-09,1900-01-01 02:58:41,3682.0,Online,72.73,GBR,CNP,No,Yes,acquirer 321,merchant 186,5977.0,Yes
68418,card 5721,2023-07-27,1900-01-01 10:56:15,2387.0,Paypass - Contactless,49.53,USA,CP,Yes,No,acquirer 13,merchant 1,5812.0,No
78544,card 5721,2023-08-05,1900-01-01 03:42:03,4187.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 53,5815.0,No
82288,card 5721,2023-08-05,1900-01-01 10:17:17,2042.0,Online,0.0,GBR,CNP,No,Yes,acquirer 319,merchant 5,5816.0,No
86849,card 5721,2023-08-05,1900-01-01 03:40:39,4382.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 53,5815.0,No
46810,card 5721,2023-08-18,1900-01-01 13:42:31,3707.0,Subscription,17.0,USA,CNP,No,No,acquirer 22,merchant 317,4814.0,Yes
65324,card 5721,2023-09-01,1900-01-01 17:39:58,3512.0,Online,0.0,USA,CNP,No,No,acquirer 1,merchant 53,5815.0,No
48843,card 5751,2023-01-02,1900-01-01 03:00:53,482.0,Online,26.36,USA,CNP,No,No,acquirer 1,merchant 235,5965.0,Yes
35222,card 5765,2023-01-03,1900-01-01 09:03:42,242.0,Paypass - Contactless,10.94,AUS,CP,Yes,Yes,acquirer 446,merchant 149,9399.0,No
50977,card 5765,2023-01-11,1900-01-01 12:13:03,552.0,Paypass - Contactless,8.95,NZL,CP,Yes,Yes,acquirer 564,merchant 149,9399.0,No
44562,card 5765,2023-06-08,1900-01-01 12:54:09,837.0,Online,6.95,USA,CNP,No,No,acquirer 570,merchant 878,5964.0,No
92179,card 5765,2023-09-14,1900-01-01 21:58:33,3957.0,Online,544.86,USA,CNP,No,No,acquirer 16,merchant 203,5712.0,Yes
6495,card 579,2023-01-01,1900-01-01 15:25:00,737.0,Online,19.52,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
2715,card 579,2023-01-02,1900-01-01 00:08:00,567.0,Online,11.68,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
49494,card 579,2023-01-06,1900-01-01 01:56:00,687.0,Online,13.12,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
22715,card 579,2023-01-07,1900-01-01 14:30:43,677.0,Chip,82.96,USA,CP,Yes,No,acquirer 164,merchant 1,5812.0,No
7833,card 579,2023-01-10,1900-01-01 08:12:00,857.0,Online,16.21,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
65542,card 579,2023-01-14,1900-01-01 18:30:00,1407.0,Online,70.16,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
43057,card 579,2023-01-17,1900-01-01 01:32:05,837.0,Magnetic Stripe,207.26,USA,CP,No,No,acquirer 21,merchant 1,5812.0,No
8282,card 579,2023-01-19,1900-01-01 00:06:33,2912.0,Chip,225.44,USA,CP,Yes,No,acquirer 1,merchant 339,5651.0,No
32845,card 579,2023-01-19,1900-01-01 19:22:08,322.0,Online,14.98,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
32846,card 579,2023-01-19,1900-01-01 09:03:41,322.0,Online,7.99,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
50586,card 579,2023-01-20,1900-01-01 22:39:57,702.0,Online,30.44,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
28531,card 579,2023-01-21,1900-01-01 15:04:07,2637.0,Chip,90.41,USA,CP,Yes,No,acquirer 49,merchant 1,5812.0,No
49535,card 579,2023-01-23,1900-01-01 15:54:51,887.0,Chip,165.38,USA,CP,Yes,No,acquirer 1105,merchant 518,5948.0,No
55533,card 579,2023-01-23,1900-01-01 21:32:56,1317.0,Paypass - Contactless,231.83,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
35100,card 579,2023-01-25,1900-01-01 22:56:27,582.0,Online,9.94,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
70890,card 579,2023-01-25,1900-01-01 08:03:01,552.0,Online,7.92,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
71751,card 579,2023-01-27,1900-01-01 19:12:29,2137.0,Chip,75.55,USA,CP,Yes,No,acquirer 6,merchant 21,5691.0,No
95451,card 579,2023-01-27,1900-01-01 19:13:32,642.0,Online,9.96,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
18778,card 579,2023-01-28,1900-01-01 15:31:00,2027.0,Chip,168.79,USA,CP,Yes,No,acquirer 65,merchant 1411,5812.0,No
27835,card 579,2023-01-30,1900-01-01 15:16:22,837.0,Paypass - Contactless,240.0,USA,CP,Yes,No,acquirer 22,merchant 42,7298.0,No
43909,card 579,2023-01-30,1900-01-01 15:15:54,777.0,Paypass - Contactless,150.0,USA,CP,Yes,No,acquirer 22,merchant 42,7298.0,No
35101,card 579,2023-01-31,1900-01-01 16:57:33,362.0,Online,8.9,USA,CNP,No,No,acquirer 2,merchant 2,4121.0,No
84250,card 579,2023-01-31,1900-01-01 23:01:37,1092.0,Chip,48.5,USA,CP,Yes,No,acquirer 13,merchant 1,5812.0,No
96224,card 579,2023-02-03,1900-01-01 09:28:00,1417.0,Online,14.35,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
694,card 579,2023-02-08,1900-01-01 07:42:00,657.0,Online,16.26,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
27986,card 579,2023-02-08,1900-01-01 07:40:00,852.0,Subscription,1.21,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
44254,card 579,2023-02-08,1900-01-01 08:10:00,682.0,Online,10.42,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
30039,card 579,2023-02-09,1900-01-01 08:21:00,577.0,Online,11.84,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
96556,card 579,2023-02-09,1900-01-01 19:03:00,1077.0,Online,11.72,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
58363,card 579,2023-02-10,1900-01-01 10:48:53,152.0,Online,0.0,USA,CNP,No,No,acquirer 22,merchant 30,8099.0,No
70561,card 579,2023-02-10,1900-01-01 18:40:00,1137.0,Online,29.45,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
15950,card 579,2023-02-11,1900-01-01 18:06:00,737.0,Online,4.28,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
72514,card 579,2023-02-16,1900-01-01 20:04:22,547.0,Paypass - Contactless,16.1,USA,CP,Yes,No,acquirer 251,merchant 7,5499.0,No
60422,card 579,2023-02-18,1900-01-01 10:42:00,1332.0,Online,16.96,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
97687,card 579,2023-03-03,1900-01-01 18:36:00,672.0,Subscription,1.2,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
53638,card 579,2023-03-04,1900-01-01 13:35:00,1547.0,Online,90.11,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
52585,card 579,2023-03-07,1900-01-01 17:34:00,837.0,Online,14.0,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
26624,card 579,2023-03-08,1900-01-01 17:52:00,1017.0,Online,37.49,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
94117,card 579,2023-03-09,1900-01-01 01:17:58,1362.0,Chip,3.0,USA,CP,No,No,acquirer 199,merchant 34,7523.0,No
13037,card 579,2023-03-11,1900-01-01 20:16:00,447.0,Online,7.45,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
86898,card 579,2023-03-13,1900-01-01 21:07:20,1112.0,Chip,173.09,USA,CP,Yes,No,acquirer 49,merchant 2547,5812.0,No
698,card 579,2023-03-15,1900-01-01 19:16:00,612.0,Online,25.56,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
2712,card 579,2023-03-17,1900-01-01 17:29:00,842.0,Online,15.22,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
58007,card 579,2023-03-18,1900-01-01 00:22:15,702.0,Paypass - Contactless,146.4,USA,CP,Yes,No,acquirer 1,merchant 2086,5691.0,No
36212,card 579,2023-03-22,1900-01-01 03:33:00,517.0,Online,35.95,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
91821,card 579,2023-03-23,1900-01-01 08:00:04,912.0,Online,24.48,GBR,CNP,No,Yes,acquirer 194,merchant 9,5812.0,No
84355,card 579,2023-03-28,1900-01-01 10:45:00,392.0,Online,9.97,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
93154,card 579,2023-03-28,1900-01-01 19:29:00,612.0,Online,29.25,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
1729,card 579,2023-04-05,1900-01-01 22:11:24,522.0,Online,16.28,GBR,CNP,No,Yes,acquirer 194,merchant 2,4121.0,No
95974,card 579,2023-04-06,1900-01-01 15:16:04,852.0,Chip,805.0,USA,CP,Yes,No,acquirer 313,merchant 30,8099.0,No
88964,card 579,2023-04-07,1900-01-01 10:27:00,452.0,Online,29.06,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
19398,card 579,2023-04-08,1900-01-01 17:07:00,382.0,Online,7.32,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
80231,card 579,2023-04-09,1900-01-01 13:40:00,192.0,Online,7.31,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
17117,card 579,2023-04-12,1900-01-01 08:34:01,547.0,Online,16.08,GBR,CNP,No,Yes,acquirer 194,merchant 2,4121.0,No
31046,card 579,2023-04-20,1900-01-01 18:56:00,302.0,Online,9.33,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
88433,card 579,2023-04-21,1900-01-01 23:39:00,497.0,Online,58.32,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
45421,card 579,2023-04-22,1900-01-01 22:10:00,472.0,Online,11.74,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
90587,card 579,2023-04-24,1900-01-01 17:35:00,467.0,Online,8.69,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
94569,card 579,2023-04-25,1900-01-01 20:40:00,377.0,Online,12.0,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
69843,card 579,2023-05-04,1900-01-01 07:54:00,597.0,Online,15.12,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
2062,card 579,2023-05-05,1900-01-01 21:00:15,1227.0,Chip,180.68,USA,CP,Yes,No,acquirer 49,merchant 1,5812.0,No
39232,card 579,2023-05-05,1900-01-01 21:52:00,397.0,Online,9.04,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
22486,card 579,2023-05-06,,292.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 640,5193.0,No
88431,card 579,2023-05-06,1900-01-01 22:36:00,217.0,Online,13.11,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
28424,card 579,2023-05-11,,217.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 640,5193.0,No
86566,card 579,2023-05-11,1900-01-01 07:40:00,252.0,Online,21.22,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
65895,card 579,2023-05-12,1900-01-01 19:18:00,1392.0,Online,18.84,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
74257,card 579,2023-05-13,1900-01-01 15:13:00,807.0,Online,13.73,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
78165,card 579,2023-05-18,1900-01-01 16:23:00,267.0,Online,10.44,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
81275,card 579,2023-05-18,1900-01-01 17:54:00,327.0,Online,10.02,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
37312,card 579,2023-05-19,1900-01-01 20:28:30,227.0,Online,8.63,GBR,CNP,No,Yes,acquirer 194,merchant 2,4121.0,No
35892,card 579,2023-05-20,1900-01-01 09:34:00,747.0,Online,18.04,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
92147,card 579,2023-05-20,1900-01-01 10:38:00,597.0,Online,29.83,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
36209,card 579,2023-05-26,1900-01-01 22:15:00,227.0,Online,12.99,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
13826,card 579,2023-06-03,1900-01-01 20:18:00,1097.0,Online,31.74,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
31047,card 579,2023-06-03,1900-01-01 21:28:00,427.0,Online,14.67,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
37013,card 579,2023-06-09,1900-01-01 15:08:00,892.0,Online,62.01,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
89354,card 579,2023-06-13,1900-01-01 16:42:00,337.0,Online,11.1,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
45426,card 579,2023-06-14,1900-01-01 08:48:00,897.0,Online,5.47,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
93508,card 579,2023-06-15,1900-01-01 18:58:00,652.0,Online,13.29,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
19395,card 579,2023-06-19,1900-01-01 06:50:00,1042.0,Online,20.68,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
66978,card 579,2023-06-21,1900-01-01 07:28:20,847.0,Subscription,1.28,GBR,CNP,No,Yes,acquirer 194,merchant 2,4121.0,No
62691,card 579,2023-07-07,1900-01-01 17:39:00,917.0,Online,38.78,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
82144,card 579,2023-07-07,1900-01-01 09:03:00,977.0,Online,29.11,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
91467,card 579,2023-07-07,1900-01-01 06:27:00,1137.0,Online,47.17,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
53286,card 579,2023-07-20,1900-01-01 09:25:00,622.0,Online,12.31,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
56623,card 579,2023-07-25,1900-01-01 07:46:00,657.0,Online,20.31,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
1728,card 579,2023-07-28,1900-01-01 00:08:00,1352.0,Online,13.69,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
51047,card 579,2023-07-29,1900-01-01 18:11:00,1127.0,Online,91.09,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,Yes
2713,card 579,2023-07-31,1900-01-01 21:40:00,1482.0,Online,11.18,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
65541,card 579,2023-08-05,1900-01-01 06:25:00,1227.0,Online,25.06,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
80863,card 579,2023-08-05,1900-01-01 18:49:00,887.0,Online,31.4,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
2664,card 579,2023-08-11,1900-01-01 11:24:29,1527.0,Phone,30.0,USA,CNP,No,No,acquirer 6,merchant 238,3066.0,No
89353,card 579,2023-08-12,1900-01-01 23:10:00,862.0,Online,36.08,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
2820,card 579,2023-08-17,1900-01-01 20:24:04,772.0,Online,8.12,GBR,CNP,No,Yes,acquirer 194,merchant 2,4121.0,No
36208,card 579,2023-08-17,1900-01-01 10:42:00,1127.0,Online,9.27,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
55757,card 579,2023-08-25,1900-01-01 14:26:00,1162.0,Online,23.75,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
93155,card 579,2023-08-27,1900-01-01 12:43:00,1162.0,Online,42.24,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
69456,card 579,2023-08-28,1900-01-01 17:53:06,502.0,Subscription,5.99,USA,CNP,No,No,acquirer 1,merchant 61,4899.0,No
77169,card 579,2023-09-09,1900-01-01 00:27:00,797.0,Online,9.22,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
52586,card 579,2023-09-14,1900-01-01 07:16:00,802.0,Online,13.23,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
93704,card 5818,2023-01-09,1900-01-01 02:03:11,1552.0,Subscription,39.99,USA,CNP,No,No,acquirer 6,merchant 293,4812.0,No
36278,card 5818,2023-03-11,1900-01-01 20:53:50,557.0,Online,56.16,USA,CNP,No,No,acquirer 166,merchant 31,5941.0,No
99471,card 5818,2023-04-23,1900-01-01 13:41:10,2807.0,Online,74.36,DEU,CNP,No,Yes,acquirer 321,merchant 36,5995.0,Yes
46828,card 5858,2023-03-14,1900-01-01 22:25:34,1087.0,Paypass - Contactless,9.68,FRA,CP,Yes,Yes,acquirer 52,merchant 1989,3533.0,No
82806,card 5858,2023-03-29,1900-01-01 08:10:48,567.0,Chip,8.72,JPN,CP,Yes,Yes,acquirer 173,merchant 587,5964.0,No
67739,card 5858,2023-05-16,1900-01-01 01:38:49,1057.0,Paypass - Contactless,29.14,ARE,CP,Yes,Yes,acquirer 238,merchant 2339,5912.0,No
76723,card 5858,2023-05-17,1900-01-01 00:30:23,1112.0,Paypass - Contactless,42.22,ARE,CP,Yes,Yes,acquirer 277,merchant 175,5811.0,No
37014,card 5858,2023-06-29,1900-01-01 15:19:33,3362.0,Paypass - Contactless,71.34,USA,CP,Yes,No,acquirer 69,merchant 1,5812.0,No
42352,card 5858,2023-06-29,,3397.0,Online,1.0,USA,CNP,No,No,acquirer 146,merchant 89,8999.0,No
73931,card 5858,2023-06-29,1900-01-01 14:17:06,3582.0,Chip,150.0,USA,CP,Yes,No,acquirer 6,merchant 451,3509.0,No
16220,card 5858,2023-08-12,1900-01-01 05:56:53,1902.0,Paypass - Contactless,33.09,CAN,CP,Yes,Yes,acquirer 252,merchant 533,5814.0,Yes
37406,card 5871,2023-10-19,1900-01-01 09:02:45,2132.0,Subscription,54.79,USA,CNP,No,No,acquirer 18,merchant 468,7800.0,No
53293,card 5871,2023-10-25,1900-01-01 04:02:28,3432.0,Online,5.82,USA,CNP,No,No,acquirer 311,merchant 878,5964.0,Yes
91449,card 5871,2023-10-26,1900-01-01 04:16:55,4587.0,Online,7.85,USA,CNP,No,No,acquirer 311,merchant 878,5964.0,Yes
37442,card 5873,2023-08-03,1900-01-01 22:20:39,1462.0,Unknown,0.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
60404,card 5873,2023-08-03,1900-01-01 18:57:58,1567.0,Online,0.0,USA,CNP,No,No,acquirer 16,merchant 493,5065.0,No
92039,card 5873,2023-08-03,1900-01-01 19:02:24,1307.0,Online,0.0,USA,CNP,No,No,acquirer 16,merchant 493,5065.0,No
42358,card 5873,2023-08-06,1900-01-01 16:47:42,3852.0,Unknown,0.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
89581,card 5873,2023-08-06,1900-01-01 10:17:31,4057.0,Online,40.94,USA,CNP,No,No,acquirer 16,merchant 95,5399.0,Yes
94664,card 5873,2023-08-08,1900-01-01 15:55:40,3492.0,Online,8.47,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,Yes
51932,card 5993,2023-01-30,1900-01-01 05:10:31,1682.0,Subscription,1.0,USA,CNP,No,No,acquirer 22,merchant 38,6513.0,Yes
51993,card 5994,2023-05-31,1900-01-01 04:25:57,1452.0,Online,750.0,USA,CNP,No,No,acquirer 1,merchant 120,4829.0,Yes
51005,card 6042,2023-04-29,1900-01-01 14:37:00,,Chip,552.33,FRA,CP,Yes,Yes,acquirer 52,merchant 72,6011.0,No
52102,card 6042,2023-06-19,1900-01-01 03:16:43,1252.0,Online,362.99,USA,CNP,No,No,acquirer 1,merchant 235,5965.0,Yes
82669,card 6042,2023-06-25,1900-01-01 18:14:49,1272.0,Online,37.31,USA,CNP,No,No,acquirer 1,merchant 235,5965.0,Yes
33575,card 606,2023-01-10,1900-01-01 12:47:13,422.0,Paypass - Contactless,54.41,USA,CP,Yes,No,acquirer 662,merchant 1,5812.0,No
82456,card 606,2023-01-23,1900-01-01 09:06:02,137.0,Paypass - Contactless,3.58,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
739,card 606,2023-01-27,1900-01-01 09:02:58,147.0,Paypass - Contactless,3.58,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
43534,card 606,2023-02-02,1900-01-01 09:15:55,122.0,Paypass - Contactless,3.58,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
7400,card 606,2023-02-06,1900-01-01 19:59:46,387.0,Chip,24.99,USA,CP,No,No,acquirer 205,merchant 189,5814.0,No
4889,card 606,2023-02-08,1900-01-01 09:08:05,112.0,Paypass - Contactless,3.58,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
9837,card 606,2023-02-08,1900-01-01 13:52:31,107.0,Paypass - Contactless,3.03,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
16049,card 606,2023-02-12,1900-01-01 13:12:25,137.0,Paypass - Contactless,8.0,USA,CP,Yes,No,acquirer 16,merchant 52,7999.0,No
25264,card 606,2023-02-28,1900-01-01 14:29:13,177.0,Paypass - Contactless,3.03,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
56430,card 606,2023-03-17,1900-01-01 15:03:21,272.0,Chip,21.78,CAN,CP,Yes,Yes,acquirer 60,merchant 1101,5541.0,No
81391,card 606,2023-03-28,1900-01-01 09:03:19,107.0,Paypass - Contactless,3.69,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
99661,card 606,2023-04-10,1900-01-01 09:05:50,122.0,Paypass - Contactless,3.58,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
26274,card 606,2023-04-12,1900-01-01 15:02:05,892.0,Magnetic Stripe,333.65,USA,CP,No,No,acquirer 13,merchant 1,5812.0,No
72271,card 606,2023-04-12,1900-01-01 09:22:50,102.0,Paypass - Contactless,3.58,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
98671,card 606,2023-05-24,1900-01-01 14:32:47,312.0,Paypass - Contactless,9.37,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
1126,card 606,2023-05-31,1900-01-01 14:07:49,467.0,Magnetic Stripe,24.96,USA,CP,No,No,acquirer 218,merchant 1,5812.0,Yes
52501,card 6124,2023-08-08,1900-01-01 02:53:18,4197.0,Online,27.11,MEX,CNP,No,Yes,acquirer 796,merchant 22,7372.0,Yes
87853,card 6124,2023-08-08,1900-01-01 02:47:35,4082.0,Online,31.76,MEX,CNP,No,Yes,acquirer 796,merchant 22,7372.0,No
63279,card 6222,2023-02-22,1900-01-01 07:35:25,472.0,Unknown,81.93,USA,CNP,No,No,acquirer 63,merchant 66,6050.0,No
53456,card 6222,2023-11-29,1900-01-01 08:47:55,2832.0,Online,91.52,SGP,CNP,No,Yes,acquirer 134,merchant 177,7311.0,Yes
54554,card 6262,2023-11-27,1900-01-01 03:42:09,3777.0,Online,91.52,SGP,CNP,No,Yes,acquirer 134,merchant 177,7311.0,Yes
55824,card 6271,2023-02-21,1900-01-01 01:59:40,2192.0,Online,5.42,USA,CNP,No,No,acquirer 1,merchant 407,5816.0,Yes
88057,card 6271,2023-02-21,1900-01-01 19:49:49,1482.0,Online,81.46,USA,CNP,No,No,acquirer 1,merchant 407,5816.0,Yes
74264,card 636,2023-01-13,1900-01-01 01:36:20,367.0,Chip,29.99,USA,CP,Yes,No,acquirer 69,merchant 198,5993.0,No
44046,card 636,2023-01-28,1900-01-01 23:50:23,647.0,Online,20.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
67845,card 636,2023-01-28,1900-01-01 23:43:22,177.0,Paypass - Contactless,4.0,USA,CP,Yes,No,acquirer 13,merchant 64,5921.0,No
6489,card 636,2023-01-29,1900-01-01 02:11:53,897.0,Online,20.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
78897,card 636,2023-02-02,1900-01-01 04:05:38,392.0,Online,20.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
57386,card 636,2023-02-07,1900-01-01 11:24:57,167.0,Chip,9.8,USA,CP,Yes,No,acquirer 39,merchant 1,5812.0,No
49393,card 636,2023-02-14,1900-01-01 20:39:18,227.0,Chip,9.0,USA,CP,Yes,No,acquirer 13,merchant 64,5921.0,No
59925,card 636,2023-02-19,1900-01-01 12:12:24,257.0,Paypass - Contactless,25.0,USA,CP,Yes,No,acquirer 91,merchant 198,5993.0,No
52232,card 636,2023-02-24,1900-01-01 23:26:10,1777.0,Magnetic Stripe,62.72,USA,CP,No,No,acquirer 189,merchant 1,5812.0,No
18717,card 636,2023-02-25,1900-01-01 17:50:04,907.0,Chip,20.9,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
93499,card 636,2023-02-25,1900-01-01 18:58:31,3742.0,Chip,30.0,USA,CP,Yes,No,acquirer 114,merchant 1007,5541.0,No
75265,card 636,2023-03-12,1900-01-01 09:18:00,287.0,Chip,6.3,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
89899,card 636,2023-03-17,1900-01-01 18:23:51,742.0,Chip,56.44,USA,CP,Yes,No,acquirer 26,merchant 13,5813.0,No
95132,card 636,2023-03-17,1900-01-01 07:34:27,1277.0,Subscription,5.0,USA,CNP,No,No,acquirer 2,merchant 176,5045.0,No
48271,card 636,2023-03-19,1900-01-01 22:52:10,882.0,Online,20.0,USA,CNP,No,No,acquirer 2,merchant 120,4829.0,No
58923,card 636,2023-03-24,1900-01-01 01:41:00,367.0,Chip,6.16,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
86932,card 636,2023-03-27,1900-01-01 16:53:41,727.0,Chip,78.2,USA,CP,Yes,No,acquirer 1,merchant 872,5941.0,No
54830,card 636,2023-04-18,1900-01-01 12:28:00,1077.0,Unknown,115.0,USA,CNP,No,No,acquirer 24,merchant 149,9399.0,No
86168,card 636,2023-04-19,1900-01-01 09:13:49,1707.0,Online,98.71,USA,CNP,No,No,acquirer 22,merchant 298,5699.0,No
5477,card 636,2023-04-20,1900-01-01 13:42:56,232.0,Paypass - Contactless,12.21,USA,CP,Yes,No,acquirer 13,merchant 7,5499.0,No
44045,card 636,2023-04-20,1900-01-01 19:26:39,322.0,Paypass - Contactless,12.22,USA,CP,Yes,No,acquirer 13,merchant 7,5499.0,No
71752,card 636,2023-04-21,1900-01-01 13:52:21,287.0,Paypass - Contactless,16.78,USA,CP,Yes,No,acquirer 13,merchant 7,5499.0,No
31906,card 636,2023-04-23,1900-01-01 20:41:18,262.0,Paypass - Contactless,24.49,USA,CP,Yes,No,acquirer 69,merchant 198,5993.0,No
89975,card 636,2023-04-24,1900-01-01 23:48:42,262.0,Paypass - Contactless,14.22,USA,CP,Yes,No,acquirer 49,merchant 614,5812.0,No
782,card 636,2023-04-28,1900-01-01 17:43:40,192.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
83399,card 636,2023-04-28,1900-01-01 07:40:59,172.0,Paypass - Contactless,12.37,USA,CP,Yes,No,acquirer 3,merchant 46,5814.0,No
