,Card Identifier,Number of Transactions,Non-Fraudulent Transactions,Fraudulent Transactions,proportion_of_fraudulent_transactions
1548,card 2392,37,37.0,0.0,0.0
1547,card 2391,23,23.0,0.0,0.0
1546,card 2390,5,5.0,0.0,0.0
1545,card 239,22,22.0,0.0,0.0
1544,card 2389,26,26.0,0.0,0.0
1543,card 2388,42,42.0,0.0,0.0
1542,card 2387,1,1.0,0.0,0.0
1541,card 2386,22,22.0,0.0,0.0
1540,card 2385,76,76.0,0.0,0.0
1539,card 2384,36,36.0,0.0,0.0
1537,card 2382,3,3.0,0.0,0.0
1523,card 237,10,10.0,0.0,0.0
1536,card 2381,4,4.0,0.0,0.0
1535,card 2380,3,3.0,0.0,0.0
1534,card 238,22,22.0,0.0,0.0
1533,card 2379,8,8.0,0.0,0.0
1532,card 2378,3,3.0,0.0,0.0
1531,card 2377,13,13.0,0.0,0.0
1530,card 2376,6,6.0,0.0,0.0
1529,card 2375,23,23.0,0.0,0.0
1528,card 2374,2,2.0,0.0,0.0
1527,card 2373,25,25.0,0.0,0.0
1525,card 2371,6,6.0,0.0,0.0
1524,card 2370,39,39.0,0.0,0.0
1615,card 2452,21,21.0,0.0,0.0
1616,card 2453,3,3.0,0.0,0.0
1617,card 2454,18,18.0,0.0,0.0
1618,card 2455,2,2.0,0.0,0.0
1705,card 2533,6,6.0,0.0,0.0
1704,card 2532,1,1.0,0.0,0.0
1703,card 2531,2,2.0,0.0,0.0
1702,card 2530,9,9.0,0.0,0.0
1701,card 253,7,7.0,0.0,0.0
1700,card 2529,45,45.0,0.0,0.0
1699,card 2528,5,5.0,0.0,0.0
1698,card 2527,10,10.0,0.0,0.0
1697,card 2526,14,14.0,0.0,0.0
1696,card 2525,3,3.0,0.0,0.0
1695,card 2524,5,5.0,0.0,0.0
1694,card 2523,6,6.0,0.0,0.0
1693,card 2522,4,4.0,0.0,0.0
1692,card 2521,16,16.0,0.0,0.0
1691,card 2520,4,4.0,0.0,0.0
1690,card 252,41,41.0,0.0,0.0
1689,card 2519,2,2.0,0.0,0.0
1688,card 2518,6,6.0,0.0,0.0
1687,card 2517,24,24.0,0.0,0.0
1686,card 2516,14,14.0,0.0,0.0
1685,card 2515,8,8.0,0.0,0.0
1684,card 2514,9,9.0,0.0,0.0
1683,card 2513,24,24.0,0.0,0.0
1682,card 2512,54,54.0,0.0,0.0
1681,card 2511,1,1.0,0.0,0.0
1680,card 2510,13,13.0,0.0,0.0
1679,card 251,126,126.0,0.0,0.0
1706,card 2534,2,2.0,0.0,0.0
1707,card 2535,6,6.0,0.0,0.0
1708,card 2536,37,37.0,0.0,0.0
1723,card 255,21,21.0,0.0,0.0
1735,card 2560,12,12.0,0.0,0.0
1734,card 256,148,148.0,0.0,0.0
1733,card 2559,7,7.0,0.0,0.0
1732,card 2558,20,20.0,0.0,0.0
1731,card 2557,11,11.0,0.0,0.0
1730,card 2556,1,1.0,0.0,0.0
1729,card 2555,12,12.0,0.0,0.0
1728,card 2554,3,3.0,0.0,0.0
1727,card 2553,16,16.0,0.0,0.0
1726,card 2552,1,1.0,0.0,0.0
1725,card 2551,3,3.0,0.0,0.0
1724,card 2550,20,20.0,0.0,0.0
1722,card 2549,27,27.0,0.0,0.0
1709,card 2537,4,4.0,0.0,0.0
1721,card 2548,5,5.0,0.0,0.0
1720,card 2547,1,1.0,0.0,0.0
1719,card 2546,17,17.0,0.0,0.0
1718,card 2545,1,1.0,0.0,0.0
1717,card 2544,5,5.0,0.0,0.0
1716,card 2543,2,2.0,0.0,0.0
1715,card 2542,37,37.0,0.0,0.0
1714,card 2541,4,4.0,0.0,0.0
1713,card 2540,6,6.0,0.0,0.0
1712,card 254,70,70.0,0.0,0.0
1711,card 2539,5,5.0,0.0,0.0
1710,card 2538,3,3.0,0.0,0.0
1678,card 2509,1,1.0,0.0,0.0
1677,card 2508,26,26.0,0.0,0.0
1676,card 2507,9,9.0,0.0,0.0
1632,card 2468,8,8.0,0.0,0.0
1644,card 2479,2,2.0,0.0,0.0
1643,card 2478,2,2.0,0.0,0.0
1642,card 2477,8,8.0,0.0,0.0
1641,card 2476,6,6.0,0.0,0.0
1640,card 2475,26,26.0,0.0,0.0
1639,card 2474,26,26.0,0.0,0.0
1638,card 2473,2,2.0,0.0,0.0
1637,card 2472,13,13.0,0.0,0.0
1636,card 2471,2,2.0,0.0,0.0
1635,card 2470,11,11.0,0.0,0.0
1634,card 247,70,70.0,0.0,0.0
1633,card 2469,1,1.0,0.0,0.0
1631,card 2467,2,2.0,0.0,0.0
1646,card 2480,22,22.0,0.0,0.0
1630,card 2466,1,1.0,0.0,0.0
1629,card 2465,43,43.0,0.0,0.0
1628,card 2464,3,3.0,0.0,0.0
1627,card 2463,6,6.0,0.0,0.0
1626,card 2462,11,11.0,0.0,0.0
1625,card 2461,2,2.0,0.0,0.0
1624,card 2460,1,1.0,0.0,0.0
1623,card 246,24,24.0,0.0,0.0
1622,card 2459,30,30.0,0.0,0.0
1621,card 2458,1,1.0,0.0,0.0
1620,card 2457,4,4.0,0.0,0.0
1619,card 2456,15,15.0,0.0,0.0
1645,card 248,4,4.0,0.0,0.0
1647,card 2481,19,19.0,0.0,0.0
1675,card 2506,13,13.0,0.0,0.0
1662,card 2495,10,10.0,0.0,0.0
1674,card 2505,14,14.0,0.0,0.0
1673,card 2504,4,4.0,0.0,0.0
1672,card 2503,54,54.0,0.0,0.0
1671,card 2502,1,1.0,0.0,0.0
1670,card 2501,2,2.0,0.0,0.0
1669,card 2500,4,4.0,0.0,0.0
1668,card 250,63,63.0,0.0,0.0
1667,card 25,39,39.0,0.0,0.0
1666,card 2499,5,5.0,0.0,0.0
1665,card 2498,12,12.0,0.0,0.0
1664,card 2497,6,6.0,0.0,0.0
1663,card 2496,7,7.0,0.0,0.0
1661,card 2494,4,4.0,0.0,0.0
1648,card 2482,15,15.0,0.0,0.0
1660,card 2493,3,3.0,0.0,0.0
1659,card 2492,1,1.0,0.0,0.0
1658,card 2491,2,2.0,0.0,0.0
1657,card 2490,41,41.0,0.0,0.0
1656,card 249,30,30.0,0.0,0.0
1655,card 2489,5,5.0,0.0,0.0
1654,card 2488,57,57.0,0.0,0.0
1653,card 2487,2,2.0,0.0,0.0
1652,card 2486,9,9.0,0.0,0.0
1651,card 2485,1,1.0,0.0,0.0
1650,card 2484,1,1.0,0.0,0.0
1649,card 2483,17,17.0,0.0,0.0
994,card 1894,1,1.0,0.0,0.0
992,card 1892,35,35.0,0.0,0.0
1988,card 2789,14,14.0,0.0,0.0
313,card 1280,132,132.0,0.0,0.0
342,card 1306,6,6.0,0.0,0.0
341,card 1305,14,14.0,0.0,0.0
340,card 1304,16,16.0,0.0,0.0
339,card 1303,1,1.0,0.0,0.0
338,card 1302,27,27.0,0.0,0.0
337,card 1301,47,47.0,0.0,0.0
336,card 1300,63,63.0,0.0,0.0
335,card 130,20,20.0,0.0,0.0
334,card 13,123,123.0,0.0,0.0
333,card 1299,42,42.0,0.0,0.0
332,card 1298,9,9.0,0.0,0.0
331,card 1297,6,6.0,0.0,0.0
330,card 1296,48,48.0,0.0,0.0
329,card 1295,49,49.0,0.0,0.0
328,card 1294,4,4.0,0.0,0.0
327,card 1293,26,26.0,0.0,0.0
326,card 1292,21,21.0,0.0,0.0
325,card 1291,19,19.0,0.0,0.0
324,card 1290,57,57.0,0.0,0.0
323,card 129,2,2.0,0.0,0.0
322,card 1289,18,18.0,0.0,0.0
321,card 1288,12,12.0,0.0,0.0
320,card 1287,8,8.0,0.0,0.0
319,card 1286,21,21.0,0.0,0.0
318,card 1285,19,19.0,0.0,0.0
317,card 1284,4,4.0,0.0,0.0
315,card 1282,102,102.0,0.0,0.0
343,card 1307,6,6.0,0.0,0.0
344,card 1308,18,18.0,0.0,0.0
345,card 1309,18,18.0,0.0,0.0
360,card 1322,8,8.0,0.0,0.0
373,card 1334,117,117.0,0.0,0.0
372,card 1333,37,37.0,0.0,0.0
371,card 1332,44,44.0,0.0,0.0
370,card 1331,10,10.0,0.0,0.0
369,card 1330,28,28.0,0.0,0.0
368,card 133,72,72.0,0.0,0.0
367,card 1329,6,6.0,0.0,0.0
365,card 1327,40,40.0,0.0,0.0
364,card 1326,29,29.0,0.0,0.0
363,card 1325,61,61.0,0.0,0.0
362,card 1324,68,68.0,0.0,0.0
361,card 1323,2,2.0,0.0,0.0
359,card 1321,2,2.0,0.0,0.0
346,card 131,40,40.0,0.0,0.0
358,card 1320,16,16.0,0.0,0.0
357,card 132,138,138.0,0.0,0.0
356,card 1319,4,4.0,0.0,0.0
355,card 1318,1,1.0,0.0,0.0
354,card 1317,3,3.0,0.0,0.0
353,card 1316,3,3.0,0.0,0.0
352,card 1315,93,93.0,0.0,0.0
351,card 1314,54,54.0,0.0,0.0
350,card 1313,17,17.0,0.0,0.0
349,card 1312,2,2.0,0.0,0.0
348,card 1311,44,44.0,0.0,0.0
347,card 1310,7,7.0,0.0,0.0
314,card 1281,1,1.0,0.0,0.0
312,card 128,3,3.0,0.0,0.0
375,card 1336,67,67.0,0.0,0.0
311,card 1279,69,69.0,0.0,0.0
280,card 1250,4,4.0,0.0,0.0
279,card 125,2,2.0,0.0,0.0
278,card 1249,34,34.0,0.0,0.0
277,card 1248,24,24.0,0.0,0.0
276,card 1247,33,33.0,0.0,0.0
275,card 1246,3,3.0,0.0,0.0
274,card 1245,2,2.0,0.0,0.0
273,card 1244,12,12.0,0.0,0.0
272,card 1243,4,4.0,0.0,0.0
271,card 1242,20,20.0,0.0,0.0
270,card 1241,86,86.0,0.0,0.0
269,card 1240,39,39.0,0.0,0.0
268,card 124,18,18.0,0.0,0.0
266,card 1238,69,69.0,0.0,0.0
265,card 1237,45,45.0,0.0,0.0
264,card 1236,64,64.0,0.0,0.0
263,card 1235,35,35.0,0.0,0.0
262,card 1234,3,3.0,0.0,0.0
261,card 1233,10,10.0,0.0,0.0
260,card 1232,25,25.0,0.0,0.0
259,card 1231,54,54.0,0.0,0.0
258,card 1230,52,52.0,0.0,0.0
257,card 123,16,16.0,0.0,0.0
256,card 1229,19,19.0,0.0,0.0
255,card 1228,41,41.0,0.0,0.0
254,card 1227,2,2.0,0.0,0.0
253,card 1226,22,22.0,0.0,0.0
281,card 1251,34,34.0,0.0,0.0
282,card 1252,1,1.0,0.0,0.0
283,card 1253,5,5.0,0.0,0.0
298,card 1267,37,37.0,0.0,0.0
310,card 1278,13,13.0,0.0,0.0
309,card 1277,15,15.0,0.0,0.0
308,card 1276,25,25.0,0.0,0.0
307,card 1275,18,18.0,0.0,0.0
306,card 1274,14,14.0,0.0,0.0
305,card 1273,24,24.0,0.0,0.0
304,card 1272,1,1.0,0.0,0.0
303,card 1271,56,56.0,0.0,0.0
302,card 1270,4,4.0,0.0,0.0
301,card 127,100,100.0,0.0,0.0
300,card 1269,6,6.0,0.0,0.0
299,card 1268,24,24.0,0.0,0.0
297,card 1266,72,72.0,0.0,0.0
284,card 1254,60,60.0,0.0,0.0
296,card 1265,9,9.0,0.0,0.0
295,card 1264,12,12.0,0.0,0.0
294,card 1263,61,61.0,0.0,0.0
293,card 1262,14,14.0,0.0,0.0
292,card 1261,67,67.0,0.0,0.0
291,card 1260,11,11.0,0.0,0.0
290,card 126,44,44.0,0.0,0.0
289,card 1259,3,3.0,0.0,0.0
288,card 1258,18,18.0,0.0,0.0
287,card 1257,41,41.0,0.0,0.0
286,card 1256,7,7.0,0.0,0.0
285,card 1255,47,47.0,0.0,0.0
374,card 1335,74,74.0,0.0,0.0
376,card 1337,18,18.0,0.0,0.0
991,card 1891,15,15.0,0.0,0.0
437,card 1392,1,1.0,0.0,0.0
465,card 1417,114,114.0,0.0,0.0
464,card 1416,16,16.0,0.0,0.0
463,card 1415,94,94.0,0.0,0.0
462,card 1414,85,85.0,0.0,0.0
461,card 1413,4,4.0,0.0,0.0
460,card 1412,35,35.0,0.0,0.0
459,card 1411,15,15.0,0.0,0.0
458,card 1410,6,6.0,0.0,0.0
457,card 141,31,31.0,0.0,0.0
456,card 1409,4,4.0,0.0,0.0
455,card 1408,2,2.0,0.0,0.0
454,card 1407,12,12.0,0.0,0.0
453,card 1406,31,31.0,0.0,0.0
452,card 1405,19,19.0,0.0,0.0
451,card 1404,11,11.0,0.0,0.0
450,card 1403,1,1.0,0.0,0.0
449,card 1402,156,156.0,0.0,0.0
448,card 1401,18,18.0,0.0,0.0
447,card 1400,24,24.0,0.0,0.0
446,card 140,65,65.0,0.0,0.0
445,card 14,158,158.0,0.0,0.0
444,card 1399,3,3.0,0.0,0.0
443,card 1398,8,8.0,0.0,0.0
442,card 1397,8,8.0,0.0,0.0
441,card 1396,11,11.0,0.0,0.0
440,card 1395,9,9.0,0.0,0.0
439,card 1394,6,6.0,0.0,0.0
466,card 1418,122,122.0,0.0,0.0
467,card 1419,28,28.0,0.0,0.0
468,card 142,14,14.0,0.0,0.0
484,card 1434,12,12.0,0.0,0.0
496,card 1445,52,52.0,0.0,0.0
495,card 1444,28,28.0,0.0,0.0
494,card 1443,30,30.0,0.0,0.0
493,card 1442,57,57.0,0.0,0.0
492,card 1441,2,2.0,0.0,0.0
491,card 1440,42,42.0,0.0,0.0
490,card 144,44,44.0,0.0,0.0
489,card 1439,16,16.0,0.0,0.0
488,card 1438,6,6.0,0.0,0.0
487,card 1437,24,24.0,0.0,0.0
486,card 1436,37,37.0,0.0,0.0
485,card 1435,32,32.0,0.0,0.0
483,card 1433,9,9.0,0.0,0.0
469,card 1420,3,3.0,0.0,0.0
482,card 1432,4,4.0,0.0,0.0
481,card 1431,17,17.0,0.0,0.0
479,card 143,27,27.0,0.0,0.0
478,card 1429,5,5.0,0.0,0.0
477,card 1428,32,32.0,0.0,0.0
476,card 1427,2,2.0,0.0,0.0
475,card 1426,18,18.0,0.0,0.0
474,card 1425,39,39.0,0.0,0.0
473,card 1424,22,22.0,0.0,0.0
472,card 1423,1,1.0,0.0,0.0
471,card 1422,8,8.0,0.0,0.0
470,card 1421,46,46.0,0.0,0.0
438,card 1393,89,89.0,0.0,0.0
436,card 1391,19,19.0,0.0,0.0
377,card 1338,109,109.0,0.0,0.0
435,card 1390,11,11.0,0.0,0.0
404,card 1362,12,12.0,0.0,0.0
403,card 1361,31,31.0,0.0,0.0
402,card 1360,50,50.0,0.0,0.0
401,card 136,58,58.0,0.0,0.0
400,card 1359,4,4.0,0.0,0.0
399,card 1358,65,65.0,0.0,0.0
398,card 1357,6,6.0,0.0,0.0
397,card 1356,21,21.0,0.0,0.0
396,card 1355,16,16.0,0.0,0.0
395,card 1354,11,11.0,0.0,0.0
394,card 1353,41,41.0,0.0,0.0
393,card 1352,41,41.0,0.0,0.0
392,card 1351,51,51.0,0.0,0.0
391,card 1350,39,39.0,0.0,0.0
390,card 135,24,24.0,0.0,0.0
389,card 1349,20,20.0,0.0,0.0
388,card 1348,12,12.0,0.0,0.0
387,card 1347,1,1.0,0.0,0.0
386,card 1346,10,10.0,0.0,0.0
385,card 1345,1,1.0,0.0,0.0
384,card 1344,209,209.0,0.0,0.0
383,card 1343,65,65.0,0.0,0.0
382,card 1342,11,11.0,0.0,0.0
381,card 1341,19,19.0,0.0,0.0
380,card 1340,67,67.0,0.0,0.0
379,card 134,7,7.0,0.0,0.0
378,card 1339,28,28.0,0.0,0.0
405,card 1363,16,16.0,0.0,0.0
406,card 1364,4,4.0,0.0,0.0
407,card 1365,24,24.0,0.0,0.0
422,card 1379,3,3.0,0.0,0.0
434,card 139,104,104.0,0.0,0.0
433,card 1389,33,33.0,0.0,0.0
432,card 1388,7,7.0,0.0,0.0
431,card 1387,2,2.0,0.0,0.0
430,card 1386,60,60.0,0.0,0.0
429,card 1385,8,8.0,0.0,0.0
428,card 1384,2,2.0,0.0,0.0
427,card 1383,74,74.0,0.0,0.0
426,card 1382,19,19.0,0.0,0.0
425,card 1381,20,20.0,0.0,0.0
424,card 1380,13,13.0,0.0,0.0
423,card 138,14,14.0,0.0,0.0
421,card 1378,21,21.0,0.0,0.0
408,card 1366,20,20.0,0.0,0.0
420,card 1377,51,51.0,0.0,0.0
419,card 1376,2,2.0,0.0,0.0
418,card 1375,7,7.0,0.0,0.0
417,card 1374,9,9.0,0.0,0.0
416,card 1373,47,47.0,0.0,0.0
415,card 1372,17,17.0,0.0,0.0
414,card 1371,2,2.0,0.0,0.0
413,card 1370,71,71.0,0.0,0.0
412,card 137,31,31.0,0.0,0.0
411,card 1369,1,1.0,0.0,0.0
410,card 1368,20,20.0,0.0,0.0
409,card 1367,24,24.0,0.0,0.0
252,card 1225,15,15.0,0.0,0.0
251,card 1224,12,12.0,0.0,0.0
250,card 1223,1,1.0,0.0,0.0
64,card 1056,66,66.0,0.0,0.0
93,card 1082,18,18.0,0.0,0.0
92,card 1081,1,1.0,0.0,0.0
91,card 1080,18,18.0,0.0,0.0
90,card 108,19,19.0,0.0,0.0
89,card 1079,2,2.0,0.0,0.0
88,card 1078,33,33.0,0.0,0.0
87,card 1077,7,7.0,0.0,0.0
86,card 1076,11,11.0,0.0,0.0
85,card 1075,63,63.0,0.0,0.0
84,card 1074,34,34.0,0.0,0.0
83,card 1073,68,68.0,0.0,0.0
82,card 1072,11,11.0,0.0,0.0
81,card 1071,6,6.0,0.0,0.0
80,card 1070,60,60.0,0.0,0.0
79,card 107,42,42.0,0.0,0.0
78,card 1069,2,2.0,0.0,0.0
77,card 1068,17,17.0,0.0,0.0
76,card 1067,56,56.0,0.0,0.0
75,card 1066,49,49.0,0.0,0.0
74,card 1065,9,9.0,0.0,0.0
72,card 1063,117,117.0,0.0,0.0
71,card 1062,5,5.0,0.0,0.0
70,card 1061,34,34.0,0.0,0.0
69,card 1060,43,43.0,0.0,0.0
68,card 106,26,26.0,0.0,0.0
67,card 1059,97,97.0,0.0,0.0
66,card 1058,1,1.0,0.0,0.0
94,card 1083,7,7.0,0.0,0.0
95,card 1084,16,16.0,0.0,0.0
96,card 1085,6,6.0,0.0,0.0
111,card 1099,2,2.0,0.0,0.0
124,card 111,42,42.0,0.0,0.0
123,card 1109,7,7.0,0.0,0.0
122,card 1108,2,2.0,0.0,0.0
121,card 1107,136,136.0,0.0,0.0
120,card 1106,17,17.0,0.0,0.0
119,card 1105,12,12.0,0.0,0.0
117,card 1103,49,49.0,0.0,0.0
116,card 1102,1,1.0,0.0,0.0
115,card 1101,6,6.0,0.0,0.0
114,card 1100,18,18.0,0.0,0.0
113,card 110,7,7.0,0.0,0.0
112,card 11,8,8.0,0.0,0.0
110,card 1098,5,5.0,0.0,0.0
97,card 1086,27,27.0,0.0,0.0
109,card 1097,18,18.0,0.0,0.0
108,card 1096,16,16.0,0.0,0.0
107,card 1095,63,63.0,0.0,0.0
106,card 1094,20,20.0,0.0,0.0
105,card 1093,3,3.0,0.0,0.0
104,card 1092,62,62.0,0.0,0.0
103,card 1091,10,10.0,0.0,0.0
102,card 1090,62,62.0,0.0,0.0
101,card 109,51,51.0,0.0,0.0
100,card 1089,39,39.0,0.0,0.0
99,card 1088,115,115.0,0.0,0.0
98,card 1087,43,43.0,0.0,0.0
65,card 1057,10,10.0,0.0,0.0
63,card 1055,3,3.0,0.0,0.0
249,card 1222,26,26.0,0.0,0.0
62,card 1054,24,24.0,0.0,0.0
30,card 1025,6,6.0,0.0,0.0
29,card 1024,23,23.0,0.0,0.0
28,card 1023,56,56.0,0.0,0.0
27,card 1022,29,29.0,0.0,0.0
26,card 1021,57,57.0,0.0,0.0
25,card 1020,18,18.0,0.0,0.0
24,card 102,55,55.0,0.0,0.0
23,card 1019,42,42.0,0.0,0.0
22,card 1018,7,7.0,0.0,0.0
21,card 1017,7,7.0,0.0,0.0
19,card 1015,88,88.0,0.0,0.0
18,card 1014,36,36.0,0.0,0.0
16,card 1012,8,8.0,0.0,0.0
15,card 1011,1,1.0,0.0,0.0
14,card 1010,60,60.0,0.0,0.0
13,card 101,40,40.0,0.0,0.0
12,card 1009,100,100.0,0.0,0.0
11,card 1008,3,3.0,0.0,0.0
10,card 1007,26,26.0,0.0,0.0
9,card 1006,10,10.0,0.0,0.0
8,card 1005,61,61.0,0.0,0.0
7,card 1004,41,41.0,0.0,0.0
6,card 1003,63,63.0,0.0,0.0
5,card 1002,40,40.0,0.0,0.0
4,card 1001,5,5.0,0.0,0.0
3,card 1000,7,7.0,0.0,0.0
2,card 100,79,79.0,0.0,0.0
31,card 1026,52,52.0,0.0,0.0
32,card 1027,51,51.0,0.0,0.0
33,card 1028,13,13.0,0.0,0.0
48,card 1041,8,8.0,0.0,0.0
61,card 1053,62,62.0,0.0,0.0
60,card 1052,7,7.0,0.0,0.0
59,card 1051,69,69.0,0.0,0.0
58,card 1050,134,134.0,0.0,0.0
57,card 105,48,48.0,0.0,0.0
56,card 1049,24,24.0,0.0,0.0
55,card 1048,12,12.0,0.0,0.0
54,card 1047,56,56.0,0.0,0.0
52,card 1045,25,25.0,0.0,0.0
51,card 1044,37,37.0,0.0,0.0
50,card 1043,51,51.0,0.0,0.0
49,card 1042,171,171.0,0.0,0.0
47,card 1040,1,1.0,0.0,0.0
34,card 1029,8,8.0,0.0,0.0
46,card 104,41,41.0,0.0,0.0
45,card 1039,7,7.0,0.0,0.0
44,card 1038,8,8.0,0.0,0.0
43,card 1037,3,3.0,0.0,0.0
42,card 1036,94,94.0,0.0,0.0
41,card 1035,9,9.0,0.0,0.0
40,card 1034,1,1.0,0.0,0.0
39,card 1033,23,23.0,0.0,0.0
38,card 1032,6,6.0,0.0,0.0
37,card 1031,109,109.0,0.0,0.0
36,card 1030,65,65.0,0.0,0.0
35,card 103,87,87.0,0.0,0.0
125,card 1110,81,81.0,0.0,0.0
126,card 1111,31,31.0,0.0,0.0
127,card 1112,88,88.0,0.0,0.0
128,card 1113,47,47.0,0.0,0.0
218,card 1195,27,27.0,0.0,0.0
217,card 1194,10,10.0,0.0,0.0
216,card 1193,49,49.0,0.0,0.0
215,card 1192,49,49.0,0.0,0.0
214,card 1191,33,33.0,0.0,0.0
213,card 1190,24,24.0,0.0,0.0
212,card 119,59,59.0,0.0,0.0
211,card 1189,93,93.0,0.0,0.0
210,card 1188,48,48.0,0.0,0.0
209,card 1187,1,1.0,0.0,0.0
208,card 1186,10,10.0,0.0,0.0
207,card 1185,11,11.0,0.0,0.0
206,card 1184,65,65.0,0.0,0.0
205,card 1183,3,3.0,0.0,0.0
204,card 1182,21,21.0,0.0,0.0
203,card 1181,65,65.0,0.0,0.0
202,card 1180,74,74.0,0.0,0.0
201,card 118,80,80.0,0.0,0.0
199,card 1178,32,32.0,0.0,0.0
198,card 1177,10,10.0,0.0,0.0
197,card 1176,33,33.0,0.0,0.0
196,card 1175,6,6.0,0.0,0.0
195,card 1174,31,31.0,0.0,0.0
194,card 1173,22,22.0,0.0,0.0
193,card 1172,16,16.0,0.0,0.0
192,card 1171,24,24.0,0.0,0.0
191,card 1170,14,14.0,0.0,0.0
219,card 1196,42,42.0,0.0,0.0
220,card 1197,12,12.0,0.0,0.0
221,card 1198,8,8.0,0.0,0.0
236,card 1210,23,23.0,0.0,0.0
248,card 1221,11,11.0,0.0,0.0
247,card 1220,47,47.0,0.0,0.0
246,card 122,22,22.0,0.0,0.0
245,card 1219,1,1.0,0.0,0.0
244,card 1218,108,108.0,0.0,0.0
243,card 1217,31,31.0,0.0,0.0
242,card 1216,15,15.0,0.0,0.0
241,card 1215,17,17.0,0.0,0.0
240,card 1214,45,45.0,0.0,0.0
239,card 1213,2,2.0,0.0,0.0
238,card 1212,65,65.0,0.0,0.0
237,card 1211,10,10.0,0.0,0.0
235,card 121,13,13.0,0.0,0.0
222,card 1199,14,14.0,0.0,0.0
234,card 1209,47,47.0,0.0,0.0
233,card 1208,8,8.0,0.0,0.0
232,card 1207,38,38.0,0.0,0.0
231,card 1206,107,107.0,0.0,0.0
230,card 1205,20,20.0,0.0,0.0
229,card 1204,12,12.0,0.0,0.0
228,card 1203,20,20.0,0.0,0.0
227,card 1202,5,5.0,0.0,0.0
226,card 1201,8,8.0,0.0,0.0
225,card 1200,8,8.0,0.0,0.0
224,card 120,2,2.0,0.0,0.0
223,card 12,45,45.0,0.0,0.0
190,card 117,56,56.0,0.0,0.0
189,card 1169,1,1.0,0.0,0.0
188,card 1168,20,20.0,0.0,0.0
142,card 1126,2,2.0,0.0,0.0
155,card 1138,18,18.0,0.0,0.0
154,card 1137,36,36.0,0.0,0.0
153,card 1136,28,28.0,0.0,0.0
152,card 1135,4,4.0,0.0,0.0
151,card 1134,11,11.0,0.0,0.0
149,card 1132,28,28.0,0.0,0.0
148,card 1131,41,41.0,0.0,0.0
147,card 1130,2,2.0,0.0,0.0
146,card 113,7,7.0,0.0,0.0
145,card 1129,3,3.0,0.0,0.0
144,card 1128,12,12.0,0.0,0.0
143,card 1127,35,35.0,0.0,0.0
141,card 1125,1,1.0,0.0,0.0
157,card 114,31,31.0,0.0,0.0
140,card 1124,4,4.0,0.0,0.0
139,card 1123,78,78.0,0.0,0.0
138,card 1122,56,56.0,0.0,0.0
137,card 1121,22,22.0,0.0,0.0
136,card 1120,24,24.0,0.0,0.0
135,card 112,3,3.0,0.0,0.0
134,card 1119,17,17.0,0.0,0.0
133,card 1118,37,37.0,0.0,0.0
132,card 1117,38,38.0,0.0,0.0
131,card 1116,26,26.0,0.0,0.0
130,card 1115,13,13.0,0.0,0.0
129,card 1114,17,17.0,0.0,0.0
156,card 1139,36,36.0,0.0,0.0
158,card 1140,11,11.0,0.0,0.0
187,card 1167,133,133.0,0.0,0.0
173,card 1154,47,47.0,0.0,0.0
186,card 1166,82,82.0,0.0,0.0
185,card 1165,148,148.0,0.0,0.0
184,card 1164,1,1.0,0.0,0.0
183,card 1163,77,77.0,0.0,0.0
182,card 1162,64,64.0,0.0,0.0
181,card 1161,29,29.0,0.0,0.0
179,card 116,107,107.0,0.0,0.0
178,card 1159,41,41.0,0.0,0.0
177,card 1158,26,26.0,0.0,0.0
176,card 1157,41,41.0,0.0,0.0
175,card 1156,50,50.0,0.0,0.0
174,card 1155,24,24.0,0.0,0.0
172,card 1153,11,11.0,0.0,0.0
159,card 1141,16,16.0,0.0,0.0
171,card 1152,51,51.0,0.0,0.0
170,card 1151,20,20.0,0.0,0.0
169,card 1150,37,37.0,0.0,0.0
168,card 115,143,143.0,0.0,0.0
167,card 1149,8,8.0,0.0,0.0
166,card 1148,1,1.0,0.0,0.0
165,card 1147,1,1.0,0.0,0.0
164,card 1146,2,2.0,0.0,0.0
163,card 1145,55,55.0,0.0,0.0
162,card 1144,16,16.0,0.0,0.0
161,card 1143,1,1.0,0.0,0.0
160,card 1142,25,25.0,0.0,0.0
497,card 1446,35,35.0,0.0,0.0
498,card 1447,47,47.0,0.0,0.0
499,card 1448,40,40.0,0.0,0.0
808,card 1726,25,25.0,0.0,0.0
836,card 1751,19,19.0,0.0,0.0
835,card 1750,1,1.0,0.0,0.0
834,card 175,21,21.0,0.0,0.0
833,card 1749,13,13.0,0.0,0.0
832,card 1748,1,1.0,0.0,0.0
831,card 1747,9,9.0,0.0,0.0
830,card 1746,8,8.0,0.0,0.0
829,card 1745,82,82.0,0.0,0.0
828,card 1744,13,13.0,0.0,0.0
827,card 1743,42,42.0,0.0,0.0
826,card 1742,2,2.0,0.0,0.0
825,card 1741,15,15.0,0.0,0.0
824,card 1740,4,4.0,0.0,0.0
823,card 174,131,131.0,0.0,0.0
822,card 1739,20,20.0,0.0,0.0
821,card 1738,49,49.0,0.0,0.0
820,card 1737,3,3.0,0.0,0.0
819,card 1736,2,2.0,0.0,0.0
818,card 1735,7,7.0,0.0,0.0
817,card 1734,36,36.0,0.0,0.0
816,card 1733,4,4.0,0.0,0.0
815,card 1732,3,3.0,0.0,0.0
814,card 1731,15,15.0,0.0,0.0
813,card 1730,3,3.0,0.0,0.0
